"long","lat","location","category","n"
-2.253664,53.475255,"On or near Collier Street","Vehicle crime",1
-2.253544,53.387024,"On or near Briardene Gardens","Burglary",1
-2.253475,53.46642,"On or near Old York Street","Criminal damage and arson",1
-2.253402,53.459229,"On or near William Kay Close","Violence and sexual offences",1
-2.253361,53.386449,"On or near Rippleton Road","Violence and sexual offences",1
-2.253279,53.38795,"On or near Supermarket","Criminal damage and arson",1
-2.253279,53.38795,"On or near Supermarket","Other theft",1
-2.253214,53.440291,"On or near Caistor Close","Burglary",1
-2.253152,53.38938,"On or near Briar Crescent","Vehicle crime",1
-2.253151,53.447419,"On or near Manley Road","Other theft",1
-2.253151,53.447419,"On or near Manley Road","Vehicle crime",1
-2.253101,53.444048,"On or near Arnold Road","Bicycle theft",1
-2.253076,53.460021,"On or near Moss Lane West","Public order",1
-2.253076,53.460021,"On or near Moss Lane West","Theft from the person",1
-2.253044,53.383852,"On or near Welburn Avenue","Drugs",1
-2.253044,53.383852,"On or near Welburn Avenue","Violence and sexual offences",1
-2.252963,53.385371,"On or near Waveney Road","Other theft",1
-2.252946,53.481189,"On or near Left Bank","Other crime",1
-2.252946,53.481189,"On or near Left Bank","Shoplifting",1
-2.2529,53.470924,"On or near Pedestrian Subway","Public order",1
-2.2529,53.470924,"On or near Pedestrian Subway","Robbery",1
-2.2529,53.470924,"On or near Pedestrian Subway","Vehicle crime",1
-2.252894,53.467365,"On or near Dearden Street","Criminal damage and arson",1
-2.252886,53.458475,"On or near Finborough Close","Other theft",1
-2.252723,53.448768,"On or near Demesne Road","Other theft",1
-2.252723,53.448768,"On or near Demesne Road","Robbery",1
-2.25269,53.466125,"On or near Ancroft Street","Criminal damage and arson",1
-2.25269,53.466125,"On or near Ancroft Street","Shoplifting",1
-2.25269,53.466125,"On or near Ancroft Street","Vehicle crime",1
-2.252649,53.464148,"On or near Elverdon Close","Violence and sexual offences",1
-2.25264,53.379008,"On or near Carling Drive","Burglary",1
-2.252387,53.473298,"On or near Deansgate","Vehicle crime",1
-2.252354,53.45765,"On or near Alexandra Road","Criminal damage and arson",1
-2.25235,53.446774,"On or near Woodacre","Burglary",1
-2.25195,53.455565,"On or near Thruxton Close","Robbery",1
-2.25195,53.498791,"On or near Jameson Close","Criminal damage and arson",1
-2.25189,53.478531,"On or near Byrom Street","Other theft",1
-2.25189,53.478531,"On or near Byrom Street","Violence and sexual offences",1
-2.251888,53.368727,"On or near Shopping Area","Other theft",1
-2.251798,53.501056,"On or near Foxham Drive","Burglary",1
-2.251715,53.494647,"On or near Vega Street","Other theft",1
-2.251715,53.494647,"On or near Vega Street","Shoplifting",1
-2.251594,53.36986,"On or near Mollington Road","Burglary",1
-2.251592,53.499376,"On or near Rhine Drive","Burglary",1
-2.251505,53.385374,"On or near Croftlands Road","Criminal damage and arson",1
-2.251492,53.518072,"On or near Melton Road","Burglary",1
-2.251489,53.499762,"On or near Otter Drive","Violence and sexual offences",1
-2.251304,53.496563,"On or near Sandsend Close","Burglary",1
-2.251283,53.503223,"On or near Wilmur Avenue","Robbery",1
-2.251201,53.466407,"On or near Clopton Walk","Violence and sexual offences",1
-2.251191,53.390759,"On or near Witham Avenue","Other theft",1
-2.251184,53.404844,"On or near Bucklow Drive","Burglary",1
-2.251165,53.383793,"On or near Acres Fold Avenue","Violence and sexual offences",1
-2.251158,53.522863,"On or near Counthill Drive","Violence and sexual offences",1
-2.251102,53.477679,"On or near St John Street","Vehicle crime",1
-2.251029,53.404099,"On or near Greenway","Criminal damage and arson",1
-2.25102,53.461284,"On or near St Mary'S Street","Burglary",1
-2.250925,53.493741,"On or near Lockett Street","Burglary",1
-2.250868,53.473769,"On or near Gilbert Street","Other theft",1
-2.250847,53.500842,"On or near Cascade Drive","Criminal damage and arson",1
-2.250847,53.500842,"On or near Cascade Drive","Public order",1
-2.250847,53.500842,"On or near Cascade Drive","Vehicle crime",1
-2.2508,53.52095,"On or near Cedric Road","Criminal damage and arson",1
-2.2508,53.52095,"On or near Cedric Road","Violence and sexual offences",1
-2.250775,53.465671,"On or near Ellis Street","Criminal damage and arson",1
-2.25074,53.390796,"On or near Dunstall Road","Other crime",1
-2.250738,53.467055,"On or near Stretford Road","Criminal damage and arson",1
-2.250662,53.456853,"On or near Grierson Street","Robbery",1
-2.250646,53.384963,"On or near Mayfair Road","Criminal damage and arson",1
-2.250646,53.384963,"On or near Mayfair Road","Public order",1
-2.250646,53.384963,"On or near Mayfair Road","Vehicle crime",1
-2.250646,53.384963,"On or near Mayfair Road","Violence and sexual offences",1
-2.250644,53.387192,"On or near Merrick Avenue","Burglary",1
-2.250592,53.386024,"On or near Desmond Road","Criminal damage and arson",1
-2.250532,53.460233,"On or near Stockton Street","Violence and sexual offences",1
-2.25052,53.391767,"On or near Norwell Road","Vehicle crime",1
-2.250442,53.47821,"On or near Supermarket","Other theft",1
-2.250416,53.476377,"On or near Parking Area","Burglary",1
-2.250416,53.476377,"On or near Parking Area","Other crime",1
-2.250416,53.476377,"On or near Parking Area","Other theft",1
-2.250416,53.478992,"On or near Atkinson Street","Bicycle theft",1
-2.250318,53.475029,"On or near Trafford Street","Criminal damage and arson",1
-2.250318,53.475029,"On or near Trafford Street","Drugs",1
-2.25031,53.499351,"On or near Addenbrook Road","Burglary",1
-2.25031,53.499351,"On or near Addenbrook Road","Vehicle crime",1
-2.250244,53.441969,"On or near Athol Road","Criminal damage and arson",1
-2.250187,53.498929,"On or near Stonefield Drive","Other theft",1
-2.250157,53.455434,"On or near Chattock Street","Other crime",1
-2.250147,53.517688,"On or near Moxley Road","Criminal damage and arson",1
-2.250147,53.517688,"On or near Moxley Road","Violence and sexual offences",1
-2.250133,53.479532,"On or near Hardman Street","Shoplifting",1
-2.250133,53.479532,"On or near Hardman Street","Theft from the person",1
-2.250133,53.479532,"On or near Hardman Street","Violence and sexual offences",1
-2.250093,53.470121,"On or near Hulme Street","Theft from the person",1
-2.250044,53.472,"On or near River Place","Burglary",1
-2.250044,53.472,"On or near River Place","Violence and sexual offences",1
-2.249977,53.501563,"On or near Unity Drive","Criminal damage and arson",1
-2.249953,53.464207,"On or near Wilberforce Close","Possession of weapons",1
-2.249938,53.469331,"On or near Humberstone Avenue","Criminal damage and arson",1
-2.249935,53.391957,"On or near Marne Avenue","Public order",1
-2.249933,53.473609,"On or near Little Peter Street","Violence and sexual offences",1
-2.249858,53.517275,"On or near Fraser Road","Criminal damage and arson",1
-2.249858,53.517275,"On or near Fraser Road","Vehicle crime",1
-2.249809,53.524277,"On or near White House Avenue","Public order",1
-2.249809,53.524277,"On or near White House Avenue","Violence and sexual offences",1
-2.249775,53.380147,"On or near Ardenfield Drive","Public order",1
-2.249748,53.480612,"On or near Wood Street","Other crime",1
-2.249748,53.480612,"On or near Wood Street","Other theft",1
-2.249748,53.480612,"On or near Wood Street","Public order",1
-2.249748,53.480612,"On or near Wood Street","Shoplifting",1
-2.249748,53.480612,"On or near Wood Street","Violence and sexual offences",1
-2.249735,53.403976,"On or near West View Road","Criminal damage and arson",1
-2.249618,53.461134,"On or near Peregrine Street","Shoplifting",1
-2.249607,53.482284,"On or near St Mary'S Parsonage","Possession of weapons",1
-2.249602,53.458392,"On or near Pepperhill Road","Vehicle crime",1
-2.249377,53.430223,"On or near The Boulevard","Vehicle crime",1
-2.249352,53.382242,"On or near Hopton Avenue","Drugs",1
-2.249352,53.382242,"On or near Hopton Avenue","Violence and sexual offences",1
-2.24926,53.497556,"On or near Wellmead Close","Criminal damage and arson",1
-2.249258,53.474123,"On or near Cameron Street","Theft from the person",1
-2.249224,53.463157,"On or near Sam Swire Street","Theft from the person",1
-2.249196,53.491902,"On or near Parking Area","Burglary",1
-2.24919,53.49343,"On or near Dewhurst Street","Burglary",1
-2.24919,53.49343,"On or near Dewhurst Street","Shoplifting",1
-2.249176,53.380543,"On or near Creden Avenue","Criminal damage and arson",1
-2.248958,53.482141,"On or near Back South Parade","Robbery",1
-2.248958,53.482141,"On or near Back South Parade","Violence and sexual offences",1
-2.248896,53.481854,"On or near Parking Area","Vehicle crime",1
-2.248874,53.467841,"On or near New Welcome Street","Other theft",1
-2.248874,53.467841,"On or near New Welcome Street","Violence and sexual offences",1
-2.248839,53.425721,"On or near Newholme Road","Criminal damage and arson",1
-2.248836,53.376347,"On or near Calve Croft Road","Burglary",1
-2.248769,53.385371,"On or near Tranby Close","Public order",1
-2.248769,53.385371,"On or near Tranby Close","Violence and sexual offences",1
-2.248763,53.479625,"On or near Deansgate","Vehicle crime",1
-2.248747,53.469306,"On or near Hunmanby Avenue","Criminal damage and arson",1
-2.248707,53.428966,"On or near Clearwater Drive","Vehicle crime",1
-2.248696,53.496631,"On or near Hodgson Street","Robbery",1
-2.248657,53.471931,"On or near Shortcroft Street","Other theft",1
-2.24859,53.377956,"On or near Shone Avenue","Public order",1
-2.248559,53.47834,"On or near Jerusalem Place","Theft from the person",1
-2.248559,53.47834,"On or near Jerusalem Place","Vehicle crime",1
-2.248559,53.47834,"On or near Jerusalem Place","Violence and sexual offences",1
-2.248422,53.480659,"On or near Nightclub","Other theft",1
-2.247977,53.474162,"On or near Albion Street","Public order",1
-2.247977,53.474162,"On or near Albion Street","Shoplifting",1
-2.247977,53.474162,"On or near Albion Street","Vehicle crime",1
-2.247906,53.374083,"On or near Parking Area","Burglary",1
-2.247906,53.374083,"On or near Parking Area","Violence and sexual offences",1
-2.247888,53.461362,"On or near Shopping Area","Criminal damage and arson",1
-2.247888,53.461362,"On or near Shopping Area","Other theft",1
-2.247888,53.461362,"On or near Shopping Area","Public order",1
-2.247878,53.457066,"On or near Barleycroft Street","Burglary",1
-2.247819,53.483204,"On or near Parsonage","Other theft",1
-2.24773,53.498988,"On or near Steeple Close","Other crime",1
-2.24773,53.498988,"On or near Steeple Close","Public order",1
-2.247719,53.478962,"On or near Jackson'S Row","Other theft",1
-2.247711,53.469749,"On or near Rockdove Avenue","Public order",1
-2.247649,53.474639,"On or near Nightclub","Burglary",1
-2.247649,53.474639,"On or near Nightclub","Criminal damage and arson",1
-2.247649,53.474639,"On or near Nightclub","Other theft",1
-2.247649,53.474639,"On or near Nightclub","Theft from the person",1
-2.247632,53.482135,"On or near St Mary'S Street","Other theft",1
-2.247632,53.482135,"On or near St Mary'S Street","Violence and sexual offences",1
-2.247594,53.447134,"On or near Stoneyfield Close","Public order",1
-2.247534,53.48085,"On or near Nightclub","Vehicle crime",1
-2.247472,53.374336,"On or near Coleby Avenue","Burglary",1
-2.247436,53.508031,"On or near Greenland Street","Public order",1
-2.247436,53.508031,"On or near Greenland Street","Theft from the person",1
-2.247432,53.421841,"On or near Further/Higher Educational Building","Burglary",1
-2.247432,53.421841,"On or near Further/Higher Educational Building","Violence and sexual offences",1
-2.247432,53.46841,"On or near Leaf Street","Robbery",1
-2.247432,53.46841,"On or near Leaf Street","Vehicle crime",1
-2.247422,53.458909,"On or near Axon Square","Other theft",1
-2.247422,53.458909,"On or near Axon Square","Theft from the person",1
-2.247422,53.458909,"On or near Axon Square","Violence and sexual offences",1
-2.247422,53.479736,"On or near Parking Area","Drugs",1
-2.247422,53.479736,"On or near Parking Area","Theft from the person",1
-2.247422,53.479736,"On or near Parking Area","Vehicle crime",1
-2.247422,53.479736,"On or near Parking Area","Violence and sexual offences",1
-2.247373,53.440141,"On or near Mellowstone Drive","Burglary",1
-2.247343,53.522979,"On or near Mountford Avenue","Burglary",1
-2.24734,53.470864,"On or near Pedestrian Subway","Other theft",1
-2.24734,53.470864,"On or near Pedestrian Subway","Violence and sexual offences",1
-2.247338,53.478199,"On or near Marron Place","Public order",1
-2.247324,53.480913,"On or near Nightclub","Shoplifting",1
-2.247245,53.488032,"On or near New Bridge Street","Vehicle crime",1
-2.247219,53.429185,"On or near Robert Harrison Avenue","Vehicle crime",1
-2.247168,53.44647,"On or near Broadmeadow Avenue","Criminal damage and arson",1
-2.247154,53.381806,"On or near Pewsey Road","Burglary",1
-2.247024,53.527905,"On or near Middleton Road","Criminal damage and arson",1
-2.246919,53.429491,"On or near Georgia Avenue","Burglary",1
-2.246919,53.429491,"On or near Georgia Avenue","Violence and sexual offences",1
-2.246914,53.488132,"On or near New Bridge Street","Vehicle crime",1
-2.246894,53.432817,"On or near Ormskirk Avenue","Other theft",1
-2.246855,53.483332,"On or near Nightclub","Violence and sexual offences",1
-2.246846,53.48166,"On or near Police Street","Burglary",1
-2.246846,53.48166,"On or near Police Street","Other theft",1
-2.246846,53.48166,"On or near Police Street","Shoplifting",1
-2.246846,53.48166,"On or near Police Street","Violence and sexual offences",1
-2.246815,53.478955,"On or near Nightclub","Other theft",1
-2.246798,53.517524,"On or near Polygon Road","Criminal damage and arson",1
-2.246798,53.517524,"On or near Polygon Road","Public order",1
-2.246798,53.517524,"On or near Polygon Road","Robbery",1
-2.246747,53.498307,"On or near Harthill Street","Violence and sexual offences",1
-2.246741,53.458434,"On or near Crosscliffe Street","Vehicle crime",1
-2.246741,53.458434,"On or near Crosscliffe Street","Violence and sexual offences",1
-2.246718,53.490829,"On or near Briddon Street","Criminal damage and arson",1
-2.246718,53.490829,"On or near Briddon Street","Violence and sexual offences",1
-2.246684,53.528985,"On or near Sheepfoot Lane","Burglary",1
-2.246684,53.528985,"On or near Sheepfoot Lane","Robbery",1
-2.246619,53.424458,"On or near Fielden Road","Bicycle theft",1
-2.246579,53.477203,"On or near Windmill Street","Vehicle crime",1
-2.246576,53.427298,"On or near Houseman Crescent","Other theft",1
-2.246568,53.480483,"On or near John Dalton Street","Burglary",1
-2.246399,53.482641,"On or near Nightclub","Robbery",1
-2.246399,53.482641,"On or near Nightclub","Shoplifting",1
-2.246375,53.480951,"On or near South King Street","Shoplifting",1
-2.246307,53.500573,"On or near Stephen Oake Close","Burglary",1
-2.246307,53.500573,"On or near Stephen Oake Close","Vehicle crime",1
